Price_ID,Company_ID,Price_Date,Open_Price,High_Price,Low_Price,Close_Price,Volume
PRC001106,CMP071,2024-02-10,152.19,155.87,143.65,148.7,2087278
PRC001107,CMP014,2022-10-24,470.61,473.16,469.2,472.92,3339140
PRC001108,CMP081,2024-04-30,397.76,400.28,380.87,381.34,2075576
PRC001109,CMP052,2020-09-25,26.55,29.54,23.31,25.66,2265912
PRC001110,CMP054,2020-02-11,432.37,437.33,399.65,426.16,124663
PRC001111,CMP076,2024-06-11,373.9,404.28,322.36,330.19,3281985
PRC001112,CMP066,2024-03-02,105.2,114.76,100.27,104.96,197561
PRC001113,CMP074,2022-08-23,158.06,168.94,155.7,168.53,3159988
PRC001114,CMP062,2021-08-05,152.71,154.84,130.56,144.18,4473838
PRC001115,CMP048,2024-04-11,258.23,273.04,219.76,258.52,4586057
PRC001116,CMP030,2022-07-04,360.14,384.57,328.92,330.31,3103288
PRC001117,CMP081,2020-06-20,243.64,247.62,232.29,234.49,801181
PRC001118,CMP011,2020-10-16,284.83,293.7,244.58,273.73,3383245
PRC001119,CMP030,2020-04-30,312.08,334.25,278.23,309.97,4140088
PRC001120,CMP042,2023-11-12,133.49,139.73,126.72,128.68,4743183
PRC001121,CMP072,2024-06-15,303.38,343.04,291.18,302.03,4100738
PRC001122,CMP062,2022-11-19,277.34,290.36,250.22,263.14,4655060
PRC001123,CMP010,2022-02-08,430.74,494.88,425.48,432.77,1068722
PRC001124,CMP057,2024-11-16,380.87,390.13,338.13,346.77,954487
PRC001125,CMP063,2020-10-13,29.14,30.99,28.39,30.48,4590282
PRC001126,CMP035,2022-12-06,214.89,215.19,211.1,215.17,2705370
PRC001127,CMP067,2023-11-03,311.4,328.76,281.03,287.78,1716150
PRC001128,CMP061,2022-08-05,403.38,460.98,380.92,429.32,1767784
PRC001129,CMP018,2020-12-02,468.74,533.92,418.11,516.83,4399805
PRC001130,CMP061,2020-05-17,360.39,386.01,343.22,350.89,47996
PRC001131,CMP043,2020-07-12,162.8,167.38,145.85,157.43,513609
PRC001132,CMP029,2021-12-07,316.24,344.44,313.07,333.03,119526
PRC001133,CMP075,2024-02-02,464.66,483.8,407.45,473.73,2565819
PRC001134,CMP083,2023-09-12,189.96,211.81,163.34,190.54,1700432
PRC001135,CMP034,2023-02-28,47.96,49.06,42.7,44.48,859340
PRC001136,CMP074,2024-04-30,72.09,77.74,65.12,69.95,4968481
PRC001137,CMP061,2021-03-04,306.34,350.76,272.46,320.68,1411119
PRC001138,CMP079,2020-10-27,11.31,11.7,10.94,11.65,1203367
PRC001139,CMP007,2020-10-07,90.76,102.67,86.36,100.97,4293494
PRC001140,CMP016,2021-05-08,405.54,431.42,376.85,393.36,4699837
PRC001141,CMP067,2021-10-11,202.69,226.22,181.22,197.19,4452712
PRC001142,CMP082,2024-09-03,48.32,52.71,46.77,47.76,2330824
PRC001143,CMP033,2023-11-04,358.56,403.73,328.41,365.32,1009644
PRC001144,CMP047,2024-10-17,283.37,301.88,268.57,269.41,3910727
PRC001145,CMP025,2022-02-22,387.66,407.78,363.0,390.63,3140066
PRC001146,CMP068,2021-02-03,97.71,108.67,97.55,102.47,48098
PRC001147,CMP065,2020-01-27,297.23,311.87,256.61,307.22,2291323
PRC001148,CMP033,2021-07-15,26.43,27.52,24.53,24.66,481054
PRC001149,CMP078,2023-07-18,485.86,545.86,422.95,536.96,3813460
PRC001150,CMP014,2020-03-19,250.25,268.02,217.41,255.4,3100874
PRC001151,CMP017,2020-06-18,24.13,27.37,23.58,26.37,3520629
PRC001152,CMP041,2020-07-18,418.69,426.19,390.84,415.96,4565103
PRC001153,CMP043,2024-09-10,145.96,164.63,131.62,155.96,2655829
PRC001154,CMP047,2022-11-23,449.89,461.31,383.33,439.64,119876
PRC001155,CMP009,2021-01-30,470.87,499.35,411.7,470.39,4208102
PRC001156,CMP078,2021-02-10,82.28,85.57,80.15,80.39,4241154
PRC001157,CMP040,2021-07-14,210.53,230.59,183.94,227.84,4703312
PRC001158,CMP073,2022-08-06,181.84,191.15,166.34,183.62,740556
PRC001159,CMP076,2023-07-07,66.97,67.88,59.64,61.17,169672
PRC001160,CMP011,2024-12-01,385.69,431.32,373.11,394.91,2070739
PRC001161,CMP017,2021-09-27,160.81,177.23,138.07,171.93,448408
PRC001162,CMP053,2021-04-07,195.86,204.29,187.66,197.06,1580115
PRC001163,CMP057,2021-06-25,143.67,147.96,122.57,129.16,776208
PRC001164,CMP058,2024-08-25,250.04,271.74,236.96,259.28,1431044
PRC001165,CMP027,2023-12-09,28.0,31.51,26.38,29.14,3640426
PRC001166,CMP065,2023-02-03,179.99,201.88,158.49,167.49,2257117
PRC001167,CMP005,2020-08-24,54.47,60.79,52.36,56.3,4338160
PRC001168,CMP048,2023-02-28,332.58,341.88,325.61,335.16,3171140
PRC001169,CMP046,2024-11-15,332.57,377.53,316.49,322.88,67255
PRC001170,CMP024,2022-01-03,87.79,94.05,83.36,93.01,2570226
PRC001171,CMP079,2022-07-23,89.75,97.11,79.63,87.3,4980265
PRC001172,CMP033,2024-01-21,292.22,311.29,274.72,305.22,3131752
PRC001173,CMP030,2024-04-11,304.46,326.5,286.14,287.76,4253695
PRC001174,CMP076,2020-02-28,62.85,66.87,60.31,64.1,1376949
PRC001175,CMP068,2021-02-10,260.98,297.09,226.27,294.63,4765630
PRC001176,CMP012,2021-09-25,378.41,385.78,359.5,384.73,1187660
PRC001177,CMP019,2021-02-14,402.73,430.44,392.74,392.77,1444414
PRC001178,CMP012,2024-01-23,157.63,159.53,152.05,153.57,2053965
PRC001179,CMP021,2021-12-06,85.53,92.65,75.58,75.66,839134
PRC001180,CMP049,2024-08-29,240.69,265.49,215.46,261.13,3888985
PRC001181,CMP018,2022-03-29,356.05,396.8,350.93,356.82,2745012
PRC001182,CMP051,2022-12-29,450.03,505.37,400.73,445.16,602100
PRC001183,CMP078,2020-12-30,179.96,198.04,153.77,154.96,1973644
PRC001184,CMP051,2020-06-07,190.87,200.6,167.3,187.63,1930996
PRC001185,CMP044,2022-02-25,77.66,79.85,75.2,77.22,1509906
PRC001186,CMP005,2021-06-18,218.6,227.94,205.92,224.0,3538785
PRC001187,CMP011,2021-12-10,97.96,103.81,90.36,91.79,851647
PRC001188,CMP017,2023-03-22,331.38,351.49,291.27,300.96,4253776
PRC001189,CMP052,2022-05-15,198.16,211.68,183.71,210.56,458273
PRC001190,CMP058,2022-10-25,158.45,164.6,143.38,156.19,3128485
PRC001191,CMP015,2024-05-27,392.69,434.63,342.97,432.04,1501214
PRC001192,CMP020,2020-01-15,490.56,529.69,462.34,507.78,2828931
PRC001193,CMP079,2024-01-30,474.62,524.99,456.26,491.65,3817727
PRC001194,CMP059,2022-01-21,223.1,238.65,221.77,236.42,421047
PRC001195,CMP038,2024-04-19,445.69,491.58,428.82,450.0,198386
PRC001196,CMP042,2021-09-01,275.95,283.35,261.18,261.57,299760
PRC001197,CMP032,2020-12-24,301.93,318.11,300.27,313.45,706036
PRC001198,CMP036,2021-12-08,272.14,277.29,266.24,271.69,3843241
PRC001199,CMP068,2023-03-11,347.61,360.34,304.56,351.13,3846502
PRC001200,CMP082,2024-07-21,29.91,31.38,29.74,30.74,849278
PRC001201,CMP039,2022-05-15,197.14,226.13,194.81,223.86,3362647
PRC001202,CMP011,2024-09-09,20.97,23.96,20.16,22.64,3636918
PRC001203,CMP079,2022-11-18,482.93,540.42,441.57,539.92,4523781
PRC001204,CMP061,2021-03-16,428.58,444.25,377.22,402.31,3666365
PRC001205,CMP006,2023-05-23,144.65,159.6,140.62,150.14,3345291
PRC001206,CMP003,2024-05-20,455.78,502.15,437.14,463.61,3476608
PRC001207,CMP082,2021-10-13,332.03,345.71,309.0,338.01,815933
PRC001208,CMP037,2024-01-31,118.45,118.77,112.68,113.07,3865163
PRC001209,CMP072,2020-01-26,298.08,326.46,283.38,300.14,2877879
PRC001210,CMP064,2021-03-07,176.89,186.08,165.1,174.79,4465755
PRC001211,CMP074,2020-06-09,351.89,387.41,338.39,339.97,4082380
PRC001212,CMP048,2021-09-14,285.05,299.81,276.18,299.45,2448989
PRC001213,CMP075,2020-12-07,377.92,403.51,351.43,359.55,2950655
PRC001214,CMP037,2023-02-13,286.8,304.67,253.89,292.05,4117767
PRC001215,CMP016,2020-07-17,494.94,522.8,455.03,480.68,3320789
PRC001216,CMP021,2024-04-19,116.97,134.38,106.96,111.86,3365809
PRC001217,CMP036,2021-10-16,279.53,294.29,270.4,291.91,3047530
PRC001218,CMP082,2021-10-12,318.84,350.61,285.99,326.9,4214636
PRC001219,CMP060,2021-08-09,272.46,288.49,237.35,262.66,3771309
PRC001220,CMP043,2024-04-11,86.91,98.3,81.69,81.75,3893494
PRC001221,CMP054,2022-05-06,331.53,365.51,326.64,349.19,3442793
PRC001222,CMP065,2020-06-13,102.55,103.0,99.1,101.48,4787411
PRC001223,CMP073,2023-07-05,368.75,421.05,350.77,368.34,3959697
PRC001224,CMP084,2022-03-08,345.34,394.65,344.16,374.52,4631992
PRC001225,CMP031,2020-12-24,260.55,268.09,224.86,244.65,3961839
PRC001226,CMP004,2021-02-27,469.2,534.05,446.49,472.14,4846278
PRC001227,CMP023,2022-08-02,235.98,244.65,214.63,244.34,4197107
PRC001228,CMP021,2021-05-16,324.28,363.37,283.52,353.16,3878317
PRC001229,CMP053,2024-11-10,363.8,367.61,322.95,353.41,4361125
PRC001230,CMP034,2024-12-14,497.81,562.19,492.56,521.6,4508546
PRC001231,CMP004,2022-06-17,69.28,77.35,62.56,70.46,4034306
PRC001232,CMP006,2022-01-14,415.6,419.33,365.0,410.0,3351656
PRC001233,CMP016,2020-07-31,361.15,388.86,325.96,352.92,1225600
PRC001234,CMP022,2022-01-20,425.06,473.39,388.09,455.62,3464597
PRC001235,CMP034,2020-07-17,331.7,338.76,319.61,328.85,2769456
PRC001236,CMP032,2024-03-30,324.6,328.21,280.82,304.12,2182034
PRC001237,CMP034,2023-03-09,177.8,196.18,168.98,181.23,2310375
PRC001238,CMP029,2024-12-07,301.27,335.67,294.58,306.43,3111924
PRC001239,CMP073,2023-07-22,286.13,316.77,272.97,304.32,2557355
PRC001240,CMP017,2020-10-27,242.89,258.92,232.15,252.06,2453265
PRC001241,CMP075,2021-09-12,430.98,447.61,416.25,442.93,1245562
PRC001242,CMP067,2022-04-11,296.28,307.81,264.23,296.72,4002150
PRC001243,CMP065,2021-10-05,313.05,321.05,296.89,300.66,4391072
PRC001244,CMP068,2022-09-14,193.44,218.55,179.36,185.99,1472255
PRC001245,CMP029,2021-09-25,247.16,261.24,222.37,224.89,1732654
PRC001246,CMP084,2021-02-07,119.91,124.92,105.92,120.92,2991551
PRC001247,CMP068,2021-04-12,254.41,276.14,230.04,230.6,1699944
PRC001248,CMP065,2020-05-17,188.14,189.07,170.46,188.18,2278285
PRC001249,CMP008,2022-07-03,281.11,303.66,249.85,296.81,4754842
PRC001250,CMP084,2024-10-22,266.24,276.01,234.4,242.0,2056939
PRC001251,CMP035,2023-02-04,121.89,135.01,118.65,134.67,2328642
PRC001252,CMP017,2022-12-06,54.77,56.33,47.95,48.48,2540742
PRC001253,CMP060,2020-07-20,39.82,41.18,36.32,39.14,4505125
PRC001254,CMP062,2020-08-26,442.0,445.39,389.62,393.69,3707909
PRC001255,CMP063,2021-09-06,50.86,52.37,46.72,47.93,4776880
PRC001256,CMP057,2024-05-11,14.71,15.66,12.71,14.83,1635090
PRC001257,CMP033,2024-03-25,298.58,327.02,264.74,326.54,3416580
PRC001258,CMP066,2021-08-04,304.66,327.17,296.59,312.1,2514539
PRC001259,CMP065,2021-09-24,139.46,150.59,132.32,144.7,3692354
PRC001260,CMP066,2022-08-21,64.62,71.95,62.85,62.91,4159970
PRC001261,CMP057,2021-12-02,89.93,90.81,84.1,86.14,4519021
PRC001262,CMP040,2022-10-24,413.05,425.04,406.31,410.65,2562745
PRC001263,CMP079,2021-03-06,166.81,180.08,164.23,168.99,4790965
PRC001264,CMP022,2024-10-11,339.22,355.69,329.46,339.85,1325923
PRC001265,CMP084,2023-05-04,308.96,316.24,264.62,315.27,3498287
PRC001266,CMP039,2022-01-29,392.08,407.92,337.22,370.59,1217235
PRC001267,CMP040,2022-05-21,160.05,177.5,140.14,151.92,4726188
PRC001268,CMP053,2021-12-25,202.84,215.53,179.65,194.15,1174820
PRC001269,CMP027,2023-09-17,487.74,543.86,486.31,526.84,2147890
PRC001270,CMP042,2023-02-16,154.45,163.1,146.99,159.73,4698387
PRC001271,CMP036,2020-08-06,372.12,416.63,337.65,372.41,625338
PRC001272,CMP061,2020-04-04,129.14,135.44,119.85,131.09,3273085
PRC001273,CMP078,2023-04-15,347.02,394.33,321.67,342.03,3146887
PRC001274,CMP057,2021-08-05,39.07,39.4,37.06,38.32,932393
PRC001275,CMP053,2024-08-15,241.2,273.07,238.52,272.28,1274160
PRC001276,CMP057,2021-05-17,438.24,477.01,400.5,443.49,2751138
PRC001277,CMP038,2023-11-13,290.64,323.89,279.27,302.96,184306
PRC001278,CMP041,2024-10-13,78.83,87.93,68.53,82.1,3031213
PRC001279,CMP060,2021-04-11,453.5,483.83,393.33,409.99,3866501
PRC001280,CMP078,2024-03-11,187.48,193.08,160.16,168.69,195098
PRC001281,CMP007,2024-08-30,78.73,86.31,73.68,83.86,4433518
PRC001282,CMP005,2022-10-29,39.54,45.41,37.32,41.9,2744662
PRC001283,CMP010,2023-03-03,397.17,426.48,362.93,403.24,773955
PRC001284,CMP012,2023-03-21,487.37,544.44,448.5,525.12,3930616
PRC001285,CMP056,2024-08-01,308.92,354.93,274.08,336.1,2323511
PRC001286,CMP043,2020-05-29,238.2,269.98,202.67,212.91,1524990
PRC001287,CMP056,2024-12-26,327.44,344.13,301.52,331.03,181216
PRC001288,CMP002,2021-04-06,206.72,215.83,187.38,198.47,2705355
PRC001289,CMP042,2022-12-26,219.3,227.81,211.97,222.65,3840913
PRC001290,CMP074,2020-11-08,330.27,340.19,289.57,336.41,1585166
PRC001291,CMP078,2024-09-25,388.77,400.79,378.18,378.77,331952
PRC001292,CMP041,2021-04-16,391.94,423.69,335.81,364.59,1752602
PRC001293,CMP028,2024-04-30,108.83,111.5,92.65,97.04,2981847
PRC001294,CMP049,2020-02-22,23.38,26.46,20.07,20.86,3725143
PRC001295,CMP057,2022-03-28,435.09,490.84,421.48,424.89,1667294
PRC001296,CMP023,2022-11-03,110.76,117.08,97.23,99.07,4852161
PRC001297,CMP063,2024-02-25,365.01,371.67,323.58,329.37,3007396
PRC001298,CMP065,2022-01-06,377.34,395.28,366.53,394.85,4010578
PRC001299,CMP054,2022-03-30,135.09,137.36,125.83,125.91,840414
PRC001300,CMP084,2021-09-07,183.79,209.86,160.73,182.06,1925001
PRC001301,CMP061,2020-02-02,499.86,506.19,451.6,472.87,2305485
PRC001302,CMP023,2023-03-02,367.52,416.99,365.02,409.06,78795
PRC001303,CMP008,2023-05-06,72.69,74.39,65.11,72.18,1761144
PRC001304,CMP021,2022-05-08,434.51,477.59,410.28,438.21,1447363
PRC001305,CMP024,2022-01-17,95.57,103.0,93.4,101.17,918643
PRC001306,CMP048,2024-09-19,395.41,397.19,383.31,388.91,2225502
PRC001307,CMP061,2020-03-11,314.74,316.08,313.52,313.59,1211818
PRC001308,CMP068,2020-12-13,457.65,460.84,431.77,449.17,1327847
PRC001309,CMP009,2020-08-18,59.06,62.15,57.09,59.21,3991371
PRC001310,CMP078,2024-07-15,237.57,252.36,205.56,226.17,7053
PRC001311,CMP085,2023-01-10,162.6,174.05,140.58,144.87,3067730
PRC001312,CMP074,2021-02-05,478.88,526.89,471.96,499.03,1056563
PRC001313,CMP011,2024-03-02,117.46,119.75,100.86,105.12,796149
PRC001314,CMP033,2021-01-13,361.46,376.77,328.11,340.26,2526878
PRC001315,CMP074,2024-12-14,171.03,196.02,153.88,175.79,2238458
PRC001316,CMP075,2024-02-17,382.35,389.9,358.15,379.14,288102
PRC001317,CMP024,2020-01-30,376.49,421.66,340.81,405.02,1200188
PRC001318,CMP002,2023-03-17,320.97,361.19,309.52,330.02,4034044
PRC001319,CMP074,2022-04-10,247.08,259.83,223.78,253.23,3793524
PRC001320,CMP036,2023-09-04,496.42,530.17,476.85,500.3,4316862
PRC001321,CMP063,2024-04-30,462.7,486.11,400.75,422.54,4605513
PRC001322,CMP034,2020-05-09,233.59,236.97,203.59,229.07,3066383
PRC001323,CMP059,2024-08-26,218.99,219.82,201.14,202.91,933284
PRC001324,CMP058,2022-06-12,68.94,76.31,67.63,70.65,4642404
PRC001325,CMP051,2024-08-06,492.31,498.44,428.29,463.7,4286778
PRC001326,CMP046,2022-12-12,105.49,118.78,101.98,102.26,1274149
PRC001327,CMP070,2021-04-16,285.81,308.56,283.8,297.0,4454260
PRC001328,CMP080,2021-04-08,91.71,93.89,82.35,89.68,1276496
PRC001329,CMP007,2022-03-31,275.0,314.4,257.51,269.01,2488192
PRC001330,CMP042,2020-10-05,200.99,216.72,188.29,201.84,2517525
PRC001331,CMP079,2023-05-01,10.17,10.55,9.32,9.7,561483
PRC001332,CMP032,2022-03-12,39.02,41.42,38.18,40.84,1338504
PRC001333,CMP010,2021-04-08,326.58,345.73,317.11,340.99,2318083
PRC001334,CMP020,2021-02-25,78.82,83.57,70.24,78.05,3720352
PRC001335,CMP067,2021-09-29,79.78,83.08,75.86,80.46,4398651
PRC001336,CMP039,2024-08-10,60.28,65.96,56.02,62.58,1048439
PRC001337,CMP044,2024-11-27,275.22,300.4,268.88,296.62,2283563
PRC001338,CMP081,2022-08-13,475.25,478.17,415.51,431.52,3573796
PRC001339,CMP038,2021-04-05,296.64,335.63,265.87,321.29,4386894
PRC001340,CMP047,2021-05-09,60.49,69.54,55.02,63.72,4149433
PRC001341,CMP036,2024-09-21,419.99,480.67,393.43,449.09,2315128
PRC001342,CMP033,2021-12-31,453.32,496.86,430.96,474.91,698037
PRC001343,CMP029,2023-04-25,16.33,18.08,15.14,16.86,3639701
PRC001344,CMP072,2023-05-27,336.16,341.4,296.78,328.39,4745765
PRC001345,CMP078,2020-08-08,194.15,209.26,167.2,183.29,4953156
PRC001346,CMP031,2022-01-08,420.72,461.28,414.5,418.94,4867416
PRC001347,CMP006,2021-12-12,339.58,385.62,318.09,344.68,3694043
PRC001348,CMP081,2024-03-04,427.59,464.36,394.06,460.16,3623178
PRC001349,CMP043,2020-07-21,337.84,339.14,309.11,309.84,2452795
PRC001350,CMP033,2022-01-04,461.13,516.6,410.7,500.65,2887098
PRC001351,CMP042,2022-07-27,182.67,209.13,175.09,201.77,2208660
PRC001352,CMP083,2021-10-21,386.62,395.93,354.23,390.24,3367523
PRC001353,CMP012,2021-11-14,379.13,423.54,369.35,396.44,2952151
PRC001354,CMP040,2020-07-26,312.04,346.67,272.9,289.69,759602
PRC001355,CMP049,2021-02-18,323.33,338.51,299.22,306.54,2221300
PRC001356,CMP047,2024-03-25,429.43,460.7,407.72,430.91,1336612
PRC001357,CMP065,2023-12-05,480.06,503.3,472.03,490.22,4702691
PRC001358,CMP010,2021-02-10,155.14,168.17,151.0,161.62,784191
PRC001359,CMP034,2020-10-25,54.37,59.25,47.22,52.09,2854502
PRC001360,CMP038,2023-06-10,271.09,287.22,233.63,239.18,4783402
PRC001361,CMP032,2023-01-27,485.67,509.26,469.29,502.31,1301333
PRC001362,CMP029,2021-05-17,337.09,350.93,312.09,344.45,1895421
PRC001363,CMP003,2024-10-22,225.77,253.25,220.85,230.47,4054990
PRC001364,CMP053,2021-01-16,420.59,446.74,385.81,420.42,4351092
PRC001365,CMP034,2023-12-18,294.64,322.36,255.37,320.96,3054192
PRC001366,CMP031,2021-10-17,403.68,419.64,381.26,415.8,4533944
PRC001367,CMP032,2024-06-17,184.97,211.55,181.24,207.3,4516381
PRC001368,CMP061,2023-01-01,293.69,297.95,253.27,297.3,2630700
PRC001369,CMP083,2023-02-08,61.36,68.97,59.26,62.64,1879744
PRC001370,CMP064,2023-04-25,237.99,258.49,236.09,249.95,3659978
PRC001371,CMP084,2020-04-27,41.68,47.91,41.54,44.4,2916906
PRC001372,CMP036,2023-03-12,243.55,269.35,241.22,251.19,2115030
PRC001373,CMP018,2022-03-22,474.2,525.97,423.44,473.76,1806263
PRC001374,CMP030,2023-03-13,334.28,349.82,299.32,314.71,4262034
PRC001375,CMP041,2024-11-01,473.67,483.92,435.33,468.44,57835
PRC001376,CMP010,2023-06-11,485.74,489.6,430.77,465.33,534756
PRC001377,CMP077,2024-05-03,269.59,299.13,239.97,254.69,1505419
PRC001378,CMP043,2020-07-01,419.51,421.37,361.06,405.01,790883
PRC001379,CMP053,2022-02-19,473.61,514.39,406.19,448.11,3980619
PRC001380,CMP056,2024-12-05,77.87,81.88,76.75,78.57,2115047
PRC001381,CMP083,2023-07-20,254.84,261.9,239.5,244.58,685245
PRC001382,CMP078,2020-05-04,176.46,196.36,162.59,163.28,4674531
PRC001383,CMP068,2020-01-26,38.98,41.16,37.99,41.04,40099
PRC001384,CMP048,2024-10-25,170.16,177.98,149.74,165.78,583079
PRC001385,CMP028,2021-12-08,478.3,491.82,433.76,444.31,814407
PRC001386,CMP057,2023-12-17,437.33,497.2,397.99,454.94,1489910
PRC001387,CMP069,2024-12-24,258.59,290.18,241.32,271.71,1010007
PRC001388,CMP024,2023-04-23,405.53,424.49,387.8,400.61,4350399
PRC001389,CMP079,2021-11-21,92.02,93.4,89.35,89.98,3815023
PRC001390,CMP015,2023-10-01,465.02,503.24,437.9,467.17,4652163
PRC001391,CMP063,2021-01-20,42.08,43.63,41.19,43.53,3392385
PRC001392,CMP085,2023-12-20,30.38,30.65,25.9,28.18,4959784
PRC001393,CMP068,2023-02-27,58.4,62.95,52.59,55.91,4825177
PRC001394,CMP037,2021-10-18,354.08,381.79,313.88,357.56,1137452
PRC001395,CMP056,2022-02-11,229.47,236.29,196.97,213.73,692128
PRC001396,CMP050,2021-09-18,250.33,268.78,238.26,253.03,4175293
PRC001397,CMP068,2024-08-29,496.22,553.59,438.84,519.04,350239
PRC001398,CMP074,2023-01-16,102.16,103.53,88.49,99.74,1455238
PRC001399,CMP039,2022-02-27,324.06,359.99,298.09,301.01,1580063
PRC001400,CMP056,2024-02-21,182.37,197.08,159.84,185.32,4265557
PRC001401,CMP028,2020-07-21,266.75,273.88,251.91,267.27,3836554
PRC001402,CMP027,2022-10-11,475.48,539.12,424.67,433.02,1735235
PRC001403,CMP015,2021-08-17,289.86,316.51,287.89,298.81,40751
PRC001404,CMP023,2022-03-09,453.15,497.98,390.94,426.34,1916721
PRC001405,CMP032,2023-06-27,192.17,216.32,190.88,194.48,2166815
PRC001406,CMP081,2021-09-26,442.15,470.19,404.31,461.21,1719626
PRC001407,CMP002,2022-05-01,470.73,516.86,406.21,451.49,3470862
PRC001408,CMP033,2023-05-14,194.79,219.41,189.25,212.75,88490
PRC001409,CMP085,2023-11-13,317.0,335.8,283.91,307.22,1871446
PRC001410,CMP009,2021-01-10,44.56,45.32,43.5,44.94,4505176
PRC001411,CMP051,2021-08-06,170.42,194.54,163.86,184.75,4499475
PRC001412,CMP051,2024-08-12,150.36,169.66,144.46,163.64,1696556
PRC001413,CMP005,2022-08-18,475.6,515.18,440.08,449.63,4017631
PRC001414,CMP009,2021-05-10,63.58,65.76,55.63,57.5,3658002
PRC001415,CMP006,2023-09-19,311.51,331.98,304.84,321.04,4225664
PRC001416,CMP073,2020-01-30,385.73,396.66,373.55,380.9,1282028
PRC001417,CMP026,2023-08-12,177.26,202.53,152.75,170.18,474353
PRC001418,CMP024,2023-07-08,201.74,206.37,192.91,193.77,1631234
PRC001419,CMP032,2023-05-17,174.59,193.48,173.93,182.54,4434854
PRC001420,CMP015,2023-11-03,151.03,154.68,138.64,143.73,547361
PRC001421,CMP042,2022-01-28,210.86,227.76,191.29,197.49,323374
PRC001422,CMP073,2020-04-29,80.31,81.56,77.5,79.05,3251814
PRC001423,CMP073,2023-01-22,386.66,393.6,373.64,386.18,621119
PRC001424,CMP050,2021-08-01,19.7,22.13,18.29,20.48,3245437
PRC001425,CMP045,2023-07-27,230.34,256.19,206.75,237.04,3817684
PRC001426,CMP029,2020-10-22,244.77,277.76,228.09,271.77,2407385
PRC001427,CMP021,2022-01-23,322.18,330.61,275.43,330.56,176633
PRC001428,CMP070,2024-10-10,221.55,231.52,220.14,224.81,1905093
PRC001429,CMP052,2022-05-12,493.87,503.13,447.46,459.04,3505136
PRC001430,CMP044,2021-10-29,235.68,251.67,202.01,225.03,3347073
PRC001431,CMP073,2021-02-02,75.23,81.21,72.45,78.69,3049545
PRC001432,CMP083,2021-09-20,451.17,488.27,399.47,435.72,1792082
PRC001433,CMP080,2022-04-24,202.49,216.77,186.0,199.92,427860
PRC001434,CMP067,2022-06-03,107.71,113.17,93.33,106.42,1513593
PRC001435,CMP023,2021-07-13,472.17,473.86,457.55,466.8,4726839
PRC001436,CMP020,2022-04-22,386.93,424.15,353.55,410.09,2655916
PRC001437,CMP041,2023-06-04,239.6,270.8,234.91,268.33,4451895
PRC001438,CMP011,2020-02-13,370.31,418.96,332.75,400.59,73718
PRC001439,CMP046,2021-02-19,460.88,520.99,437.96,445.43,1264348
PRC001440,CMP041,2023-04-09,479.4,501.52,474.65,491.4,3747495
PRC001441,CMP072,2020-11-23,242.79,268.41,232.24,235.91,1276210
PRC001442,CMP072,2023-02-05,90.0,91.6,77.71,83.4,3940019
PRC001443,CMP015,2023-09-21,352.93,367.82,308.04,322.95,1231158
PRC001444,CMP061,2022-02-15,455.5,462.13,452.81,461.01,4001359
PRC001445,CMP057,2023-04-12,93.52,93.8,83.87,91.99,4798530
PRC001446,CMP073,2021-12-05,99.1,112.39,84.68,110.91,2851253
PRC001447,CMP039,2023-10-19,494.03,559.72,488.92,498.47,3302888
PRC001448,CMP026,2023-07-22,459.21,466.85,394.8,464.0,2691214
PRC001449,CMP064,2020-02-02,153.25,171.47,135.17,148.05,4952986
PRC001450,CMP036,2022-12-01,214.69,220.13,187.28,193.59,197665
PRC001451,CMP040,2021-06-22,249.91,283.87,247.96,256.54,3766906
PRC001452,CMP085,2022-07-27,498.12,523.34,477.73,523.12,674137
PRC001453,CMP002,2024-02-13,173.13,173.94,150.48,172.22,4813146
PRC001454,CMP005,2023-11-24,19.41,20.52,16.78,18.2,2268303
PRC001455,CMP055,2022-04-13,351.46,369.15,309.12,360.36,2870983
PRC001456,CMP037,2021-06-30,74.85,78.74,71.91,73.23,699822
PRC001457,CMP041,2024-10-30,457.55,520.61,451.73,497.62,4269050
PRC001458,CMP032,2020-06-01,448.95,450.5,440.29,448.07,1486683
PRC001459,CMP010,2020-01-20,192.96,197.42,169.76,191.3,113803
PRC001460,CMP075,2023-07-06,370.89,389.87,320.32,325.22,3866160
PRC001461,CMP008,2023-12-13,319.19,335.03,287.35,316.56,1164625
PRC001462,CMP012,2020-01-08,107.77,119.83,106.46,107.69,3633010
PRC001463,CMP042,2023-07-04,397.88,411.79,394.9,396.24,4441371
PRC001464,CMP024,2022-08-18,104.39,117.19,93.3,105.13,2417451
PRC001465,CMP065,2020-01-13,368.47,401.18,320.89,356.42,668383
PRC001466,CMP025,2023-12-04,96.17,99.02,94.09,96.76,1041273
PRC001467,CMP030,2020-11-28,354.41,358.44,344.47,348.96,3311714
PRC001468,CMP037,2021-03-22,321.3,349.85,292.31,321.46,3578936
PRC001469,CMP033,2021-07-30,132.97,139.85,128.17,128.25,1353781
PRC001470,CMP080,2024-03-27,41.68,42.07,39.53,41.39,3608896
PRC001471,CMP012,2021-10-14,49.18,54.82,43.9,44.03,4934664
PRC001472,CMP009,2023-03-11,387.98,441.2,347.35,404.18,2202483
PRC001473,CMP048,2022-10-20,366.3,383.83,346.62,376.8,2519655
PRC001474,CMP076,2020-12-15,384.07,402.13,326.51,340.9,359189
