Trade_ID,Account_ID,Broker_ID,Company_ID,Action,Transaction Date,Time,No. of shares,Price / share,Trade_Type,Tax_Amount
TRD000273,ACC012,BRK010,CMP078,Market buy,29-04-2021,13:30:13,4,56.61,BUY,0
TRD000274,ACC065,BRK011,CMP016,Market buy,29-04-2021,13:31:22,3,76.08,BUY,0
TRD000275,ACC033,BRK002,CMP058,Market buy,29-04-2021,13:32:44,1,277,BUY,0
TRD000276,ACC070,BRK002,CMP063,Market buy,29-04-2021,13:33:38,4,53.41,BUY,0
TRD000277,ACC001,BRK014,CMP035,Market buy,29-04-2021,13:34:10,1,162.21,BUY,0
TRD000278,ACC014,BRK012,CMP083,Market buy,29-04-2021,13:34:55,3,46.96,BUY,0
TRD000279,ACC016,BRK007,CMP044,Market buy,29-04-2021,14:14:03,1,73.87,BUY,0
TRD000280,ACC048,BRK011,CMP044,Market buy,29-04-2021,14:14:15,1,73.83,BUY,0
TRD000281,ACC013,BRK007,CMP013,Market buy,29-04-2021,13:30:06,1,368.8,BUY,0
TRD000282,ACC006,BRK012,CMP037,Market buy,29-04-2021,14:17:42,1,43.07,BUY,0
TRD000283,ACC066,BRK001,CMP052,Market buy,29-04-2021,14:29:35,5,4.61,BUY,0
TRD000284,ACC035,BRK004,CMP037,Market buy,04-05-2021,13:30:04,5,42.45,BUY,0
TRD000285,ACC009,BRK011,CMP044,Market buy,04-05-2021,13:32:25,2,76.02,BUY,0
TRD000286,ACC032,BRK009,CMP054,Market buy,04-05-2021,13:32:48,3,38.45,BUY,0
TRD000287,ACC032,BRK004,CMP054,Market buy,04-05-2021,13:32:48,5,38.45,BUY,0
TRD000288,ACC073,BRK014,CMP054,Market buy,04-05-2021,13:32:48,5,38.45,BUY,0
TRD000289,ACC022,BRK012,CMP052,Market buy,04-05-2021,13:30:09,12,4.62,BUY,0
TRD000290,ACC043,BRK010,CMP052,Market buy,05-05-2021,15:42:33,5,4.6,BUY,0
TRD000291,ACC043,BRK005,CMP054,Market buy,05-05-2021,15:36:17,1,36.1,BUY,0
TRD000292,ACC015,BRK015,CMP061,Market buy,05-05-2021,15:38:12,2,10.57,BUY,0
TRD000293,ACC049,BRK002,CMP054,Market buy,19-05-2021,16:10:03,1,35.69,BUY,0
TRD000294,ACC055,BRK012,CMP054,Market buy,19-05-2021,16:12:01,1,35.68,BUY,0
TRD000295,ACC019,BRK003,CMP054,Market buy,20-05-2021,14:30:13,4,36.01,BUY,0
TRD000296,ACC024,BRK009,CMP054,Market buy,24-05-2021,13:30:03,1,36.42,BUY,0
TRD000297,ACC034,BRK012,CMP012,Market buy,24-05-2021,13:30:03,2,55.5,BUY,0
TRD000298,ACC068,BRK007,CMP021,Market buy,24-05-2021,13:30:04,1,215.95,BUY,0
TRD000299,ACC072,BRK012,CMP075,Market buy,24-05-2021,13:30:05,1,223.9,BUY,0
TRD000300,ACC008,BRK012,CMP037,Market buy,27-05-2021,13:30:01,5,39.65,BUY,0
TRD000301,ACC045,BRK001,CMP005,Market buy,27-05-2021,13:30:01,1,254.32,BUY,0
TRD000302,ACC057,BRK010,CMP054,Market buy,27-05-2021,13:30:01,5,37.11,BUY,0
TRD000303,ACC023,BRK001,CMP061,Market buy,27-05-2021,13:30:02,20,10.5,BUY,0
TRD000304,ACC070,BRK005,CMP063,Market buy,27-05-2021,13:30:02,5,52.56,BUY,0
TRD000305,ACC060,BRK004,CMP041,Market buy,27-05-2021,13:30:03,2,125.04,BUY,0
TRD000306,ACC046,BRK004,CMP031,Market buy,27-05-2021,13:30:03,1,226.69,BUY,0
TRD000307,ACC046,BRK007,CMP033,Market buy,27-05-2021,13:30:06,2,112.96,BUY,0
TRD000308,ACC049,BRK008,CMP052,Market buy,27-05-2021,13:31:10,12,4.54,BUY,0
TRD000309,ACC009,BRK003,CMP037,Market buy,01-06-2021,13:30:05,3,39.54,BUY,0
TRD000310,ACC026,BRK002,CMP078,Market buy,01-06-2021,13:30:06,3,56.72,BUY,0
TRD000311,ACC033,BRK010,CMP052,Market buy,01-06-2021,13:30:07,35,4.54,BUY,0
TRD000312,ACC011,BRK001,CMP080,Market buy,01-06-2021,13:30:08,2,75,BUY,0
TRD000313,ACC045,BRK012,CMP051,Market buy,01-06-2021,13:30:08,15,9.33,BUY,0
TRD000314,ACC047,BRK010,CMP051,Market buy,09-06-2021,16:19:46,12,9.6,BUY,0
TRD000315,ACC038,BRK014,CMP052,Market buy,14-06-2021,13:30:05,30,4.75,BUY,0
TRD000316,ACC025,BRK010,CMP061,Market buy,14-06-2021,13:30:05,15,11.08,BUY,0
TRD000317,ACC058,BRK004,CMP051,Market buy,18-06-2021,15:46:33,1,9.02,BUY,0
TRD000318,ACC068,BRK001,CMP051,Market buy,18-06-2021,15:46:33,9,9.02,BUY,0
TRD000319,ACC009,BRK003,CMP081,Market buy,21-06-2021,14:30:59,1,139.12,BUY,0
TRD000320,ACC073,BRK006,CMP061,Market buy,21-06-2021,14:32:35,14,10.56,BUY,0
TRD000321,ACC050,BRK006,CMP083,Market buy,23-06-2021,15:05:28,3,46.33,BUY,0
TRD000322,ACC045,BRK006,CMP032,Market buy,24-06-2021,14:45:35,20,17.44,BUY,0
TRD000323,ACC008,BRK001,CMP052,Market buy,24-06-2021,14:46:43,15,4.55,BUY,0
TRD000324,ACC013,BRK011,CMP032,Market buy,29-06-2021,13:30:00,50,17.15,BUY,0
TRD000325,ACC015,BRK001,CMP021,Market buy,29-06-2021,13:30:01,1,209.96,BUY,0
TRD000326,ACC016,BRK014,CMP054,Market buy,29-06-2021,13:30:04,1,36.56,BUY,0
TRD000327,ACC022,BRK002,CMP051,Market buy,29-06-2021,13:30:04,2,9.02,BUY,0
TRD000328,ACC011,BRK004,CMP052,Market buy,29-06-2021,13:30:04,30,4.47,BUY,0
TRD000329,ACC045,BRK007,CMP051,Market buy,29-06-2021,13:30:04,10,9.02,BUY,0
TRD000330,ACC068,BRK001,CMP012,Market buy,29-06-2021,13:30:06,2,56.38,BUY,0
TRD000331,ACC071,BRK013,CMP044,Market buy,29-06-2021,13:31:43,1,76.93,BUY,0
TRD000332,ACC040,BRK007,CMP032,Market buy,01-07-2021,14:00:50,30,17.3,BUY,0
TRD000333,ACC047,BRK010,CMP035,Market buy,01-07-2021,14:01:39,1,165.54,BUY,0
TRD000334,ACC055,BRK012,CMP051,Market buy,06-07-2021,13:30:04,4,8.95,BUY,0
TRD000335,ACC044,BRK001,CMP070,Market buy,06-07-2021,13:30:14,1,86.99,BUY,0
TRD000336,ACC050,BRK010,CMP075,Market buy,19-07-2021,13:49:48,1,213.97,BUY,0
TRD000337,ACC002,BRK006,CMP061,Market buy,19-07-2021,13:51:34,5,9.06,BUY,0
TRD000338,ACC023,BRK004,CMP061,Market buy,19-07-2021,13:53:09,7,9.06,BUY,0
TRD000339,ACC053,BRK007,CMP070,Market buy,21-07-2021,13:56:15,2,80.18,BUY,0
TRD000340,ACC026,BRK001,CMP056,Market buy,21-07-2021,13:57:35,8,15.76,BUY,0
TRD000341,ACC060,BRK002,CMP037,Market buy,27-07-2021,13:30:02,3,39.2,BUY,0
TRD000342,ACC054,BRK004,CMP054,Market buy,27-07-2021,13:30:02,3,37.23,BUY,0
TRD000343,ACC038,BRK004,CMP078,Market buy,27-07-2021,13:30:03,2,55.69,BUY,0
TRD000344,ACC034,BRK003,CMP056,Market buy,27-07-2021,13:30:06,4,15.65,BUY,0
TRD000345,ACC008,BRK001,CMP044,Market buy,27-07-2021,13:34:00,2,77.24,BUY,0
TRD000346,ACC069,BRK015,CMP031,Market buy,30-07-2021,14:40:39,1,233.8,BUY,0
TRD000347,ACC058,BRK008,CMP061,Market buy,30-07-2021,14:42:34,15,9.86,BUY,0
TRD000348,ACC072,BRK011,CMP051,Market buy,30-07-2021,14:43:01,20,8.59,BUY,0
TRD000349,ACC015,BRK002,CMP052,Market buy,30-07-2021,14:43:27,40,4.43,BUY,0
TRD000350,ACC033,BRK013,CMP016,Market buy,30-07-2021,14:43:47,1,82.95,BUY,0
TRD000351,ACC052,BRK002,CMP054,Market buy,30-07-2021,14:46:03,4,36.82,BUY,0
TRD000352,ACC035,BRK011,CMP013,Market buy,30-07-2021,16:07:48,1,429.57,BUY,0
TRD000353,ACC075,BRK001,CMP013,Market buy,03-08-2021,13:48:43,1,432.25,BUY,0
TRD000354,ACC062,BRK013,CMP051,Market buy,03-08-2021,13:51:46,20,8.28,BUY,0
TRD000355,ACC029,BRK003,CMP037,Market buy,03-08-2021,13:52:41,3,37.62,BUY,0
TRD000356,ACC040,BRK009,CMP041,Market buy,13-08-2021,18:51:21,1,128.11,BUY,0
TRD000357,ACC011,BRK014,CMP037,Market buy,13-08-2021,18:52:53,1,35.5,BUY,0
TRD000358,ACC056,BRK003,CMP022,Market buy,13-08-2021,18:45:55,1,148.01,BUY,0
TRD000359,ACC034,BRK001,CMP037,Market buy,13-08-2021,18:47:44,1,35.48,BUY,0
TRD000360,ACC004,BRK014,CMP022,Market buy,16-08-2021,17:48:29,1,145.18,BUY,0
TRD000361,ACC057,BRK009,CMP076,Market buy,16-08-2021,17:49:51,1,234.35,BUY,0
TRD000362,ACC033,BRK010,CMP033,Market buy,16-08-2021,17:50:59,1,117.47,BUY,0
TRD000363,ACC059,BRK008,CMP037,Market buy,16-08-2021,17:52:30,5,35.3,BUY,0
TRD000364,ACC022,BRK004,CMP063,Market buy,18-08-2021,16:30:13,5,64.6,BUY,0
TRD000365,ACC006,BRK002,CMP023,Market buy,18-08-2021,16:32:27,1,174.76,BUY,0
TRD000366,ACC019,BRK013,CMP080,Market buy,18-08-2021,16:35:57,1,84.23,BUY,0
TRD000367,ACC042,BRK014,CMP016,Market buy,18-08-2021,16:38:54,1,85.47,BUY,0
TRD000368,ACC070,BRK006,CMP054,Market buy,23-08-2021,13:30:03,1,32.65,BUY,0
TRD000369,ACC020,BRK014,CMP032,Market buy,23-08-2021,13:30:09,15.763143,16.8,BUY,0
TRD000370,ACC028,BRK005,CMP032,Market buy,23-08-2021,13:30:43,9.236857,16.71,BUY,0
TRD000371,ACC003,BRK014,CMP054,Market buy,24-08-2021,14:55:56,10,32.9,BUY,0
TRD000372,ACC054,BRK003,CMP032,Market buy,24-08-2021,14:57:48,5,17.02,BUY,0
TRD000373,ACC008,BRK011,CMP069,Market buy,25-08-2021,13:30:01,2,35.3,BUY,0
TRD000374,ACC025,BRK002,CMP032,Market buy,25-08-2021,13:30:03,10,16.85,BUY,0
TRD000375,ACC053,BRK010,CMP078,Market buy,25-08-2021,13:30:05,3,55.01,BUY,0
TRD000376,ACC043,BRK008,CMP083,Market buy,27-08-2021,13:30:02,4.478814,48.78,BUY,0
TRD000377,ACC001,BRK009,CMP070,Market buy,27-08-2021,13:30:02,4,84.87,BUY,0
TRD000378,ACC030,BRK014,CMP012,Market buy,27-08-2021,13:30:02,3.001644,59.18,BUY,0
TRD000379,ACC020,BRK002,CMP037,Market buy,27-08-2021,13:30:03,1,34.35,BUY,0
TRD000380,ACC071,BRK006,CMP052,Market buy,27-08-2021,13:30:03,75,4.35,BUY,0
TRD000381,ACC038,BRK001,CMP032,Market buy,27-08-2021,13:30:10,20,16.98,BUY,0
TRD000382,ACC019,BRK006,CMP012,Market buy,27-08-2021,13:30:17,2.998356,59.12,BUY,0
TRD000383,ACC018,BRK005,CMP083,Market buy,27-08-2021,13:30:29,1.521186,48.8,BUY,0
TRD000384,ACC005,BRK008,CMP044,Market buy,27-08-2021,13:31:19,5,76.81,BUY,0
TRD000385,ACC006,BRK014,CMP016,Market sell,30-08-2021,13:32:44,13,83.84,SELL,0.02
TRD000386,ACC033,BRK015,CMP014,Market buy,30-08-2021,13:33:19,4,266.14,BUY,0
TRD000387,ACC008,BRK006,CMP016,Market sell,31-08-2021,14:23:05,10,86.28,SELL,0.01
TRD000388,ACC028,BRK010,CMP016,Market sell,31-08-2021,14:23:05,3,86.28,SELL,0
TRD000389,ACC047,BRK012,CMP014,Market buy,31-08-2021,14:23:35,4,266.03,BUY,0
TRD000390,ACC004,BRK006,CMP069,Market buy,31-08-2021,14:26:00,3,35.73,BUY,0
TRD000391,ACC069,BRK013,CMP069,Market buy,31-08-2021,14:26:18,1,35.7,BUY,0
TRD000392,ACC016,BRK015,CMP037,Market buy,01-09-2021,13:30:02,10,34.91,BUY,0
TRD000393,ACC019,BRK011,CMP035,Market buy,01-09-2021,13:30:02,1,172.98,BUY,0
TRD000394,ACC028,BRK007,CMP078,Market buy,01-09-2021,13:30:05,1,55.01,BUY,0
TRD000395,ACC006,BRK001,CMP075,Market buy,01-09-2021,13:30:05,1,216.65,BUY,0
TRD000396,ACC051,BRK005,CMP002,Market buy,20-09-2021,14:31:40,5,107.17,BUY,0
TRD000397,ACC062,BRK006,CMP069,Market buy,20-09-2021,15:06:09,1,34.2,BUY,0
TRD000398,ACC029,BRK014,CMP069,Market buy,20-09-2021,15:06:39,1,34.21,BUY,0
TRD000399,ACC015,BRK011,CMP051,Market buy,20-09-2021,15:10:01,16,8.61,BUY,0
TRD000400,ACC017,BRK009,CMP002,Market buy,21-09-2021,15:47:42,2,107.37,BUY,0
TRD000401,ACC035,BRK012,CMP058,Market buy,21-09-2021,15:54:01,1,315,BUY,0
TRD000402,ACC060,BRK009,CMP016,Market sell,27-09-2021,13:30:05,2.37,84.56,SELL,0
TRD000403,ACC062,BRK004,CMP016,Market sell,27-09-2021,13:30:08,1.63,84.63,SELL,0
TRD000404,ACC043,BRK010,CMP044,Market buy,27-09-2021,13:33:18,7,73.52,BUY,0
TRD000405,ACC031,BRK003,CMP032,Market buy,27-09-2021,13:37:39,23,16.57,BUY,0
TRD000406,ACC070,BRK005,CMP020,Market buy,29-09-2021,13:30:01,5,146.22,BUY,0
TRD000407,ACC070,BRK001,CMP059,Market buy,29-09-2021,13:30:02,4,130.59,BUY,0
TRD000408,ACC024,BRK011,CMP053,Market buy,29-09-2021,13:30:03,10,65.26,BUY,0
TRD000409,ACC044,BRK005,CMP059,Market buy,29-09-2021,13:30:04,1,130.6,BUY,0
TRD000410,ACC018,BRK006,CMP005,Market buy,04-10-2021,13:30:01,1,266.01,BUY,0
TRD000411,ACC067,BRK012,CMP023,Market buy,04-10-2021,13:30:05,2,171.92,BUY,0
TRD000412,ACC001,BRK007,CMP078,Market buy,04-10-2021,13:30:08,2,54.46,BUY,0
TRD000413,ACC046,BRK013,CMP037,Market buy,04-10-2021,13:30:10,1,32.35,BUY,0
TRD000414,ACC006,BRK005,CMP070,Market buy,04-10-2021,13:30:15,1,84.4,BUY,0
TRD000415,ACC009,BRK007,CMP078,Market buy,19-10-2021,15:40:04,6,52.03,BUY,0
TRD000416,ACC017,BRK008,CMP051,Market buy,19-10-2021,16:15:27,10,8.66,BUY,0
TRD000417,ACC056,BRK001,CMP078,Market buy,22-10-2021,13:30:02,6,53.42,BUY,0
TRD000418,ACC026,BRK002,CMP012,Market buy,22-10-2021,13:30:04,3.786663,54.18,BUY,0
TRD000419,ACC001,BRK011,CMP051,Market buy,22-10-2021,13:30:19,5,8.72,BUY,0
TRD000420,ACC046,BRK006,CMP012,Market buy,22-10-2021,13:30:20,0.213337,53.96,BUY,0
TRD000421,ACC048,BRK009,CMP037,Market buy,26-10-2021,14:55:19,7.647704,33.68,BUY,0
TRD000422,ACC022,BRK011,CMP037,Market buy,26-10-2021,14:56:02,5.352296,33.66,BUY,0
TRD000423,ACC028,BRK001,CMP075,Market buy,29-10-2021,16:17:32,1,242.19,BUY,0
TRD000424,ACC023,BRK004,CMP033,Market buy,29-10-2021,16:18:13,1,138.31,BUY,0
TRD000425,ACC057,BRK012,CMP031,Market buy,29-10-2021,16:19:44,1.7418682,218.17,BUY,0
TRD000426,ACC065,BRK002,CMP083,Market buy,29-10-2021,16:19:50,8.01052,47.21,BUY,0
TRD000427,ACC032,BRK001,CMP031,Market buy,29-10-2021,16:20:00,0.2581318,218.11,BUY,0
TRD000428,ACC028,BRK010,CMP083,Market buy,29-10-2021,16:20:09,1.98948,47.2,BUY,0
TRD000429,ACC026,BRK011,CMP061,Market buy,29-10-2021,16:21:29,5,11.39,BUY,0
TRD000430,ACC031,BRK006,CMP056,Market buy,29-10-2021,16:22:11,15.430348,17.12,BUY,0
TRD000431,ACC039,BRK002,CMP056,Market buy,29-10-2021,16:22:57,4.569652,17.14,BUY,0
TRD000432,ACC038,BRK004,CMP069,Market buy,02-11-2021,18:17:17,15,34.64,BUY,0
TRD000433,ACC069,BRK003,CMP069,Market buy,02-11-2021,18:18:32,1,34.65,BUY,0
TRD000434,ACC003,BRK001,CMP008,Market buy,02-11-2021,18:39:28,2,90.69,BUY,0
TRD000435,ACC019,BRK015,CMP051,Market buy,02-11-2021,19:24:04,3,8.52,BUY,0
TRD000436,ACC011,BRK009,CMP051,Market buy,02-11-2021,19:24:04,20,8.52,BUY,0
TRD000437,ACC008,BRK012,CMP058,Market buy,11-11-2021,14:30:43,1,327.86,BUY,0
TRD000438,ACC065,BRK006,CMP033,Market buy,11-11-2021,14:57:55,1,133.91,BUY,0
TRD000439,ACC075,BRK010,CMP051,Market buy,11-11-2021,15:01:51,9,8.59,BUY,0
TRD000440,ACC061,BRK001,CMP051,Market buy,11-11-2021,15:01:51,1,8.59,BUY,0
TRD000441,ACC064,BRK014,CMP031,Market buy,19-11-2021,17:10:17,1,219.39,BUY,0
TRD000442,ACC018,BRK001,CMP005,Market buy,19-11-2021,17:11:06,1,262.09,BUY,0
TRD000443,ACC074,BRK006,CMP008,Market buy,19-11-2021,17:13:32,1,95.8,BUY,0
TRD000444,ACC030,BRK009,CMP061,Market buy,19-11-2021,17:15:57,3,11.11,BUY,0
TRD000445,ACC036,BRK012,CMP061,Market buy,26-11-2021,14:30:02,12,11.09,BUY,0
TRD000446,ACC045,BRK001,CMP080,Market buy,29-11-2021,14:30:01,6,82.34,BUY,0
TRD000447,ACC047,BRK008,CMP051,Market buy,29-11-2021,14:30:07,5,8.42,BUY,0
TRD000448,ACC029,BRK005,CMP081,Market buy,29-11-2021,18:05:20,2,167.82,BUY,0
TRD000449,ACC008,BRK012,CMP041,Market buy,29-11-2021,18:08:25,5,110.92,BUY,0
TRD000450,ACC011,BRK002,CMP013,Market buy,29-11-2021,18:12:14,1,559.67,BUY,0
TRD000451,ACC014,BRK012,CMP001,Market buy,29-11-2021,18:13:38,1,160.51,BUY,0
TRD000452,ACC012,BRK010,CMP030,Market buy,29-11-2021,18:14:18,3,46.25,BUY,0
TRD000453,ACC008,BRK011,CMP061,Market buy,29-11-2021,18:15:56,19.883543,11.08,BUY,0
TRD000454,ACC054,BRK012,CMP061,Market buy,29-11-2021,18:19:02,2.116457,11.07,BUY,0
TRD000455,ACC040,BRK010,CMP081,Market buy,20-12-2021,20:33:43,1,160.37,BUY,0
TRD000456,ACC047,BRK009,CMP043,Market buy,20-12-2021,20:34:51,1,171.99,BUY,0
TRD000457,ACC010,BRK004,CMP080,Market buy,20-12-2021,20:36:43,1,80.16,BUY,0
TRD000458,ACC069,BRK014,CMP069,Market buy,20-12-2021,20:38:04,1,32.46,BUY,0
TRD000459,ACC044,BRK011,CMP030,Market buy,21-12-2021,14:30:01,4,49.02,BUY,0
TRD000460,ACC049,BRK002,CMP031,Market buy,21-12-2021,14:30:02,1,201.25,BUY,0
TRD000461,ACC029,BRK013,CMP023,Market buy,21-12-2021,14:30:02,0.7330864,218.19,BUY,0
TRD000462,ACC037,BRK013,CMP061,Market buy,21-12-2021,14:30:03,4,10.62,BUY,0
TRD000463,ACC012,BRK002,CMP023,Market buy,21-12-2021,14:30:17,0.2669136,218.19,BUY,0
TRD000464,ACC023,BRK013,CMP050,Market buy,21-12-2021,14:30:25,1,167.32,BUY,0
TRD000465,ACC028,BRK007,CMP050,Market buy,21-12-2021,14:34:39,1,168.16,BUY,0
TRD000466,ACC023,BRK007,CMP032,Market buy,21-12-2021,14:42:36,5,15.7,BUY,0
TRD000467,ACC009,BRK007,CMP032,Market buy,21-12-2021,14:43:50,2,15.68,BUY,0
TRD000468,ACC038,BRK007,CMP056,Market buy,22-12-2021,15:00:22,10,17.13,BUY,0
TRD000469,ACC036,BRK009,CMP057,Market buy,22-12-2021,15:00:48,11.324616,26.13,BUY,0
TRD000470,ACC021,BRK005,CMP032,Market buy,22-12-2021,15:01:27,10,15.85,BUY,0
TRD000471,ACC037,BRK013,CMP051,Market buy,22-12-2021,15:02:30,13,8.12,BUY,0
TRD000472,ACC058,BRK004,CMP051,Market buy,22-12-2021,15:03:35,10,8.12,BUY,0
TRD000473,ACC001,BRK001,CMP057,Market buy,22-12-2021,15:03:36,3.675384,26.13,BUY,0
TRD000474,ACC075,BRK006,CMP028,Market buy,22-12-2021,15:52:52,5,53.46,BUY,0
TRD000475,ACC007,BRK013,CMP028,Market buy,22-12-2021,15:53:57,2,53.46,BUY,0
TRD000476,ACC064,BRK004,CMP052,Market buy,22-12-2021,15:57:43,12,3.87,BUY,0
TRD000477,ACC068,BRK005,CMP057,Market buy,22-12-2021,14:56:23,6,26.14,BUY,0
TRD000478,ACC074,BRK014,CMP001,Market buy,27-12-2021,19:38:05,1,179.89,BUY,0
TRD000479,ACC008,BRK001,CMP030,Market buy,27-12-2021,19:39:45,1,53.07,BUY,0
TRD000480,ACC047,BRK005,CMP018,Market buy,27-12-2021,19:45:21,1,33.3,BUY,0
TRD000481,ACC008,BRK005,CMP007,Market buy,04-01-2022,15:16:37,1,667.77,BUY,0
TRD000482,ACC006,BRK011,CMP011,Market buy,04-01-2022,15:20:11,1,214.63,BUY,0
TRD000483,ACC071,BRK001,CMP053,Market buy,04-01-2022,15:25:15,1,71.65,BUY,0
TRD000484,ACC071,BRK002,CMP051,Market buy,04-01-2022,15:30:08,7,8.07,BUY,0
TRD000485,ACC043,BRK012,CMP067,Market buy,12-01-2022,14:30:04,1,162.77,BUY,0
TRD000486,ACC041,BRK014,CMP005,Market buy,20-01-2022,20:15:19,1,249.09,BUY,0
TRD000487,ACC007,BRK008,CMP081,Market buy,20-01-2022,20:17:09,1,154.36,BUY,0
TRD000488,ACC042,BRK014,CMP032,Market buy,20-01-2022,20:20:01,5,15.87,BUY,0
TRD000489,ACC004,BRK012,CMP028,Market buy,25-01-2022,16:41:37,7,38.24,BUY,0
TRD000490,ACC021,BRK013,CMP069,Market buy,25-01-2022,16:48:23,2,30.18,BUY,0
TRD000491,ACC016,BRK015,CMP013,Market buy,31-01-2022,14:30:07,1,491.29,BUY,0
TRD000492,ACC045,BRK008,CMP029,Market buy,31-01-2022,14:30:56,1,366,BUY,0
TRD000493,ACC069,BRK004,CMP058,Market buy,31-01-2022,14:33:01,0.6516078,359.94,BUY,0
TRD000494,ACC030,BRK015,CMP058,Market buy,31-01-2022,14:33:17,0.3483922,359.77,BUY,0
TRD000495,ACC063,BRK011,CMP011,Market buy,31-01-2022,14:34:26,1,196.55,BUY,0
TRD000496,ACC056,BRK015,CMP053,Market buy,31-01-2022,14:35:32,1,68.52,BUY,0
TRD000497,ACC069,BRK001,CMP030,Market buy,31-01-2022,14:37:27,1,45.8,BUY,0
TRD000498,ACC050,BRK006,CMP053,Market buy,31-01-2022,14:37:14,1,68.6,BUY,0
TRD000499,ACC055,BRK006,CMP069,Market buy,23-02-2022,14:30:01,9.883381,30.5,BUY,0
TRD000500,ACC072,BRK011,CMP061,Market buy,23-02-2022,14:30:02,3,10.45,BUY,0
TRD000501,ACC044,BRK014,CMP069,Market buy,23-02-2022,14:30:18,3.116619,30.59,BUY,0
TRD000502,ACC065,BRK001,CMP043,Market buy,23-02-2022,14:30:03,1,146.8,BUY,0
TRD000503,ACC055,BRK003,CMP083,Market buy,23-02-2022,14:30:06,2,45.61,BUY,0
TRD000504,ACC027,BRK006,CMP005,Market buy,25-02-2022,17:44:45,1,232.78,BUY,0
TRD000505,ACC045,BRK009,CMP037,Market buy,25-02-2022,17:51:34,11,33.84,BUY,0
TRD000506,ACC003,BRK005,CMP006,Market buy,25-02-2022,17:58:00,5,68.73,BUY,0
TRD000507,ACC050,BRK001,CMP030,Market buy,25-02-2022,18:04:24,5,47.15,BUY,0
TRD000508,ACC055,BRK008,CMP028,Market buy,25-02-2022,18:06:30,5,46.49,BUY,0
TRD000509,ACC064,BRK008,CMP053,Market buy,25-02-2022,18:16:53,2,67.28,BUY,0
TRD000510,ACC053,BRK006,CMP051,Market buy,25-02-2022,18:25:56,1,6.99,BUY,0
TRD000511,ACC073,BRK008,CMP051,Market buy,25-02-2022,18:25:56,6,6.99,BUY,0
TRD000512,ACC048,BRK004,CMP032,Market buy,16-03-2022,13:37:17,4,13.69,BUY,0
TRD000513,ACC001,BRK013,CMP020,Market buy,16-03-2022,13:30:35,1,136.69,BUY,0
TRD000514,ACC054,BRK003,CMP059,Market buy,23-03-2022,15:59:14,1,156.86,BUY,0
TRD000515,ACC035,BRK008,CMP006,Market buy,23-03-2022,16:00:27,1,66.85,BUY,0
TRD000516,ACC041,BRK009,CMP028,Market buy,25-03-2022,15:44:31,6,45.51,BUY,0
TRD000517,ACC003,BRK007,CMP028,Market buy,25-03-2022,15:46:01,1,45.64,BUY,0
TRD000518,ACC052,BRK011,CMP051,Market buy,25-03-2022,15:53:30,3,7.25,BUY,0
TRD000519,ACC064,BRK004,CMP030,Market buy,25-03-2022,15:54:16,1,45.36,BUY,0
TRD000520,ACC073,BRK007,CMP001,Market buy,08-04-2022,13:30:06,5,171.75,BUY,0
TRD000521,ACC044,BRK010,CMP006,Market sell,11-04-2022,13:30:08,3.567,62.52,SELL,0
TRD000522,ACC030,BRK006,CMP043,Market sell,11-04-2022,13:30:08,1,150.37,SELL,0
TRD000523,ACC027,BRK011,CMP006,Market sell,11-04-2022,13:30:14,2.433,62.57,SELL,0
TRD000524,ACC022,BRK015,CMP008,Market sell,11-04-2022,14:09:55,2.654,88.85,SELL,0
TRD000525,ACC036,BRK009,CMP008,Market sell,11-04-2022,14:09:56,0.346,88.86,SELL,0
TRD000526,ACC054,BRK010,CMP051,Market sell,11-04-2022,14:12:55,127,6.8,SELL,0
TRD000527,ACC060,BRK003,CMP012,Market sell,11-04-2022,14:16:17,14,48.2,SELL,0
TRD000528,ACC050,BRK010,CMP021,Market sell,11-04-2022,14:18:26,2,181.95,SELL,0
TRD000529,ACC048,BRK004,CMP028,Market sell,11-04-2022,14:20:08,44,43.39,SELL,0.01
TRD000530,ACC055,BRK015,CMP029,Market sell,11-04-2022,14:22:19,1,312.93,SELL,0
TRD000531,ACC066,BRK015,CMP031,Market sell,11-04-2022,14:22:55,6,190.61,SELL,0
TRD000532,ACC046,BRK015,CMP032,Market sell,11-04-2022,14:26:45,209,14.25,SELL,0.01
TRD000533,ACC006,BRK010,CMP052,Market sell,11-04-2022,14:29:31,292,3.49,SELL,0
TRD000534,ACC006,BRK013,CMP050,Market sell,11-04-2022,14:29:40,2,125.47,SELL,0
TRD000535,ACC035,BRK014,CMP054,Market sell,11-04-2022,14:33:58,42,28.81,SELL,0
TRD000536,ACC073,BRK001,CMP069,Market sell,11-04-2022,14:36:06,100,29.67,SELL,0.01
TRD000537,ACC041,BRK007,CMP057,Market sell,11-04-2022,14:38:34,9.394,25.37,SELL,0
TRD000538,ACC037,BRK013,CMP057,Market sell,11-04-2022,14:38:34,5.606,25.38,SELL,0
TRD000539,ACC017,BRK014,CMP076,Market sell,11-04-2022,14:39:07,1,214,SELL,0
TRD000540,ACC063,BRK003,CMP030,Market sell,11-04-2022,14:42:33,30,41.91,SELL,0
TRD000541,ACC032,BRK009,CMP061,Market sell,11-04-2022,14:46:56,6,10.41,SELL,0
TRD000542,ACC030,BRK009,CMP061,Market sell,11-04-2022,14:46:56,100,10.42,SELL,0
TRD000543,ACC007,BRK005,CMP005,Market sell,11-04-2022,14:50:17,5,263.99,SELL,0.01
